title,communities,metric,paper_date,communities_name
ColorNet: Investigating the importance of color spaces for image classification@@@ColorNet,49,82.35%,2019-02-01,{'Tsinghua University'}
SCARLET-NAS: Bridging the gap between Stability and Scalability in Weight-sharing Neural Architecture Search@@@SCARLET-A4,19,82.3%,2019-08-16,{'Xiaomi'}
Exploring the Limits of Weakly Supervised Pretraining@@@ResNeXt-101 32x8d,2,82.2%,2018-05-02,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
"SplitNet: Divide and Co-training@@@ResNeXt-101, 64x4d, S=2(224px)",8,82.13%,2020-11-30,{'Alibaba Group'}
Attentive Normalization@@@AOGNet-40M-AN,2,81.87%,2019-08-04,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Sharpness-Aware Minimization for Efficiently Improving Generalization@@@ResNet-152 (SAM),40,81.6%,2020-10-03,{'Google'}
Self-training with Noisy Student improves ImageNet classification@@@NoisyStudent (EfficientNet-B1),1,81.5%,2019-11-11,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Pyramidal Convolution: Rethinking Convolutional Neural Networks for Visual Recognition@@@PyConvResNet-101,41,81.49%,2020-06-20,set()
Dual Path Networks@@@DPN-131 (320x320),,,,set()
Adversarial AutoAugment@@@ResNet-200 (Adversarial Autoaugment),42,81.32%,2019-12-24,{'Huawei'}
MultiGrain: a unified image embedding for classes and instances@@@MultiGrain PNASNet (300px),2,81.3%,2019-02-14,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
"Dual Path Networks@@@DPN-98 (320x320, Mean-Max Pooling)",10+2,81.28%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Res2Net: A New Multi-scale Backbone Architecture@@@Res2Net-101,22,81.23%,2019-04-02,"{'University of California, Merced', 'University of Oxford', 'Nankai University'}"
Billion-scale semi-supervised learning for image classification@@@ResNet-50 (semi-weakly sup.),2,81.2%,2019-05-02,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Shape-Texture Debiased Neural Network Training@@@ResNeXt-101 (Debiased+CutMix),2,81.2,2020-10-12,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks@@@EfficientNet-B3,1+2,81.1%,2019-05-28,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
Dual Path Networks@@@DPN-98 (320x320),10+2,81.06%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
"Dual Path Networks@@@DPN-92 (320x320, Mean-Max Pooling)",10+2,80.96%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Aggregated Residual Transformations for Deep Neural Networks@@@ResNeXt-101  64x4,2,80.9%,2016-11-16,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Supervised Contrastive Learning@@@ResNet-200 (Supervised Contrastive),1,80.8%,2020-04-23,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
MEAL V2: Boosting Vanilla ResNet-50 to 80%+ Top-1 Accuracy on ImageNet without Tricks@@@ResNet-50 + MEAL V2,,,,set()
Dual Path Networks@@@DPN-92 (320x320),10+2,80.66%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Fast AutoAugment@@@ResNet-200 (Fast AA),35,80.6%,2019-05-01,set()
CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features@@@ResNeXt-101 (CutMix),23,80.53%,2019-05-13,"{'Naver Corporation', 'Yonsei University'}"
Residual Attention Network for Image Classification@@@Attention-92,9,80.5%,2017-04-23,"{'The Chinese University of Hong Kong', 'Tsinghua University', 'SenseTime', 'University of Illinois at Urbana–Champaign', 'Beijing University of Posts and Telecommunications'}"
Attentional Feature Fusion@@@iAFF-ResNeXt-50-32x4d,36,80.22%,2020-09-29,set()
Fixing the train-test resolution discrepancy: FixEfficientNet@@@FixEfficientNet-B0,2,80.2%,2020-03-18,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
"Inception-v4, Inception-ResNet and the Impact of Residual Connections on Learning@@@Inception ResNet V2",1,80.1%,2016-02-23,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Exploring Randomly Wired Neural Networks for Image Recognition@@@RandWire-WS,2,80.1%,2019-04-02,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Dual Path Networks@@@DPN-131 (224x224) (80M),10+2,80.07%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Dual Path Networks@@@DPN-98 (224x224),10+2,79.95%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Data-Driven Neuron Allocation for Scale Aggregation Networks@@@ScaleNet-152,43,79.94%,2019-04-20,{'SenseTime'}
Identity Mappings in Deep Residual Networks@@@ResNet-200,2,79.9%,2016-03-16,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Designing Network Design Spaces@@@RegNetY-8.0GF,2,79.9%,2020-03-30,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation@@@Modified Aligned Xception,1,79.81%,2018-02-07,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Selective Kernel Networks@@@SKNet-101,,,,set()
CSPNet: A New Backbone that can Enhance Learning Capability of CNN@@@CSPResNeXt-50 (Mish+Aug),24,79.8%,2019-11-27,"{'National Chiao Tung University', 'Academia Sinica'}"
Mish: A Self Regularized Non-Monotonic Activation Function@@@CSPResNeXt-50 + Mish,60,79.8%,2019-08-23,set()
EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks@@@EfficientNet-B2,1+2,79.8%,2019-05-28,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
Fixing the train-test resolution discrepancy@@@FixResNet-50 CutMix,2,79.8%,2019-06-14,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Grafit: Learning fine-grained image representations with coarse labels@@@Grafit (ResNet-50),14,79.6%,2020-11-25,"{'University of Science and Technology of China', 'Association for Computing Machinery', 'Harbin Institute of Technology', 'Chinese Academy of Sciences', 'Microsoft'}"
MultiGrain: a unified image embedding for classes and instances@@@MultiGrain R50-AA-500,2,79.4%,2019-02-14,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Adversarial AutoAugment@@@ResNet-50 (Adversarial Autoaugment),42,79.4%,2019-12-24,{'Huawei'}
Designing Network Design Spaces@@@RegNetY-4.0GF,2,79.4%,2020-03-30,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
LIP: Local Importance-based Pooling@@@LIP-ResNet-101,50,79.33%,2019-08-12,{'Nanjing University'}
Dual Path Networks@@@DPN-92 (224x224),10+2,79.27%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Revisiting Unreasonable Effectiveness of Data in Deep Learning Era@@@ResNet-101 (JFT-300M Finetuning),37,79.2%,2017-07-10,"{'Carnegie Mellon University', 'Google'}"
Multiscale Deep Equilibrium Models@@@Multiscale DEQ (MDEQ-XL),44,79.2%,2020-06-15,set()
Data-Driven Neuron Allocation for Scale Aggregation Networks@@@ScaleNet-101,43,79.18%,2019-04-20,{'SenseTime'}
Fixing the train-test resolution discrepancy@@@FixResNet-50,2,79.1%,2019-06-14,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Attention Augmented Convolutional Networks@@@AA-ResNet-152,1,79.1%,2019-04-22,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Unsupervised Data Augmentation for Consistency Training@@@ResNet-50 (UDA),1,79.04%,2019-04-29,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Xception: Deep Learning with Depthwise Separable Convolutions@@@Xception,61,79%,2016-10-07,{'Google'}
Semi-Supervised Recognition under a Noisy and Fine-grained Dataset@@@MobileNetV3_large_x1_0_ssld,11,79.0%,2020-06-18,set()
Filter Response Normalization Layer: Eliminating Batch Dependence in the Training of Deep Neural Networks@@@InceptionV3 (FRN layer),37,78.95%,2019-11-21,"{'Carnegie Mellon University', 'Google'}"
Averaging Weights Leads to Wider Optima and Better Generalization@@@ResNet-152 + SWA,25,78.94%,2018-03-14,"{'Cornell University', 'National Research University – Higher School of Economics', 'Moscow State University'}"
ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks@@@ECA-Net (ResNet-152),26,78.92%,2019-10-08,"{'Harbin Institute of Technology', 'Tianjin University', 'Dalian University of Technology'}"
MixConv: Mixed Depthwise Convolutional Kernels@@@MixNet-L,1+2,78.9%,2019-07-22,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
Self-training with Noisy Student improves ImageNet classification@@@NoisyStudent (EfficientNet-B0),1,78.8%,2019-11-11,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks@@@EfficientNet-B1,1+2,78.8%,2019-05-28,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
Designing Network Design Spaces@@@RegNetY-1.6GF,2,78.8%,2020-03-30,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Rethinking the Inception Architecture for Computer Vision@@@Inception V3,1,78.8%,2015-12-02,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Spatial Group-wise Enhance: Improving Semantic Feature Learning in Convolutional Networks@@@SGE-ResNet101,51,78.7980%,2019-05-23,{'Nanjing University of Science and Technology'}
ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks@@@ECA-Net (ResNet-101),26,78.65%,2019-10-08,"{'Harbin Institute of Technology', 'Tianjin University', 'Dalian University of Technology'}"
Res2Net: A New Multi-scale Backbone Architecture@@@Res2Net-50-299,22,78.59%,2019-04-02,"{'University of California, Merced', 'University of Oxford', 'Nankai University'}"
Deep Residual Learning for Image Recognition@@@ResNet-152 (60M),2,78.57%,2015-12-10,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Gated Convolutional Networks with Hybrid Connectivity for Image Classification@@@HCGNet-B,12,78.5%,2019-08-26,{'Chinese Academy of Sciences'}
Deformable Kernels: Adapting Effective Receptive Fields for Object Deformation@@@ResNet-50-DW (Deformable Kernels),17,78.5%,2019-10-07,"{'Tsinghua University', 'University of California, Berkeley', 'University of Science and Technology of China', 'Microsoft'}"
"Dual Path Networks@@@DPN-68 (320x320, Mean-Max Pooling)",10+2,78.49%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
SRM : A Style-based Recalibration Module for Convolutional Neural Networks@@@SRM-ResNet-101,52,78.47%,2019-03-26,set()
Averaging Weights Leads to Wider Optima and Better Generalization@@@DenseNet-161 + SWA,25,78.44%,2018-03-14,"{'Cornell University', 'National Research University – Higher School of Economics', 'Moscow State University'}"
CutMix: Regularization Strategy to Train Strong Classifiers with Localizable Features@@@ResNet-50 (CutMix),23,78.4%,2019-05-13,"{'Naver Corporation', 'Yonsei University'}"
CondConv: Conditionally Parameterized Convolutions for Efficient Inference@@@EfficientNet-B0 (CondConv),1,78.3%,2019-04-10,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Deep Residual Learning for Image Recognition@@@ResNet-101,2,78.25%,2015-12-10,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
MultiGrain: a unified image embedding for classes and instances@@@MultiGrain R50-AA-224,2,78.2%,2019-02-14,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
LIP: Local Importance-based Pooling@@@ResNet-50 (LIP Bottleneck-256),50,78.15%,2019-08-12,{'Nanjing University'}
Wide Residual Networks@@@WRN-50-2-bottleneck,57,78.1%,2016-05-23,set()
Dual Path Networks@@@DPN-68 (320x320),10+2,77.85%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Densely Connected Convolutional Networks@@@DenseNet-264,2,77.85%,2016-08-25,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Fast AutoAugment@@@ResNet-50 (Fast AA),35,77.6%,2019-05-01,set()
Adaptively Connected Neural Networks@@@ACNet (ResNet-50),30,77.5%,2019-04-07,"{'Sun Yat-sen University', 'University of California, Los Angeles'}"
Puzzle Mix: Exploiting Saliency and Local Statistics for Optimal Mixup@@@ResNet-50,45,77.5%,2020-09-15,{'Seoul National University'}
ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks@@@ECA-Net (ResNet-50),26,77.48%,2019-10-08,"{'Harbin Institute of Technology', 'Tianjin University', 'Dalian University of Technology'}"
Densely Connected Convolutional Networks@@@DenseNet-201,2,77.42%,2016-08-25,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Filter Response Normalization Layer: Eliminating Batch Dependence in the Training of Deep Neural Networks@@@ResnetV2 50 (FRN layer),37,77.21%,2019-11-21,"{'Carnegie Mellon University', 'Google'}"
Bag of Tricks for Image Classification with Convolutional Neural Networks@@@ResNet-50-D,5,77.16%,2018-12-04,{'Amazon.com'}
Deep Residual Learning for Image Recognition@@@ResNet-50,2,77.15%,2015-12-10,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
MixConv: Mixed Depthwise Convolutional Kernels@@@MixNet-M,1+2,77%,2019-07-22,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
MnasNet: Platform-Aware Neural Architecture Search for Mobile@@@MnasNet-A3,1+2,76.7%,2018-07-31,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
LIP: Local Importance-based Pooling@@@LIP-DenseNet-BC-121,50,76.64%,2019-08-12,{'Nanjing University'}
Dual Path Networks@@@DPN-68 (224x224),10+2,76.43%,2017-07-06,"{'The Chinese University of Hong Kong', 'Beijing Institute of Technology', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'National University of Defense Technology', 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
EfficientNet: Rethinking Model Scaling for Convolutional Neural Networks@@@EfficientNet-B0,1+2,76.3%,2019-05-28,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
Designing Network Design Spaces@@@RegNetY-800MF,2,76.3%,2020-03-30,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Densely Connected Convolutional Networks@@@DenseNet-169,2,76.2%,2016-08-25,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
MoGA: Searching Beyond MobileNetV3@@@MoGA-A,19,75.9%,2019-08-04,{'Xiaomi'}
Densely Connected Search Space for More Flexible Neural Architecture Search@@@DenseNAS-A,27,75.9%,2019-06-23,"{'Huazhong University of Science and Technology', 'Samsung'}"
FractalNet: Ultra-Deep Neural Networks without Residuals@@@FractalNet-34,53,75.88%,2016-05-24,"{'Toyota Technological Institute at Chicago', 'University of Chicago'}"
MixConv: Mixed Depthwise Convolutional Kernels@@@MixNet-S,1+2,75.8%,2019-07-22,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
An Intriguing Failing of Convolutional Neural Networks and the CoordConv Solution@@@CoordConv ResNet-50,16,75.74%,2018-07-09,{'Uber '}
